yesno_label	question	ideal_answer
1	Do R-loops tend to form at sites of DNA replication?	R-loops co-localize with the ORC within the same CpG island region in a significant fraction of these efficient replication origins. Physiological R-loop formation at CpG island promoters can contribute to DNA replication origin specification at these regions, the most efficient replication initiation sites in mammalian cells. One mechanism may be that downstream of a replication block, RNA at R-loops is extended by DNA polymerase I, opening up the DNA duplex and leading to the recruitment of the replisome. This would allow replication to proceed while the original block is repaired or bypassed. Thus, the organized structure of the R-loop is critical for primer RNA function in vivo with important implications for the RNA processing and DNA replication machinery.
1	Is apixaban effective for treatment of acute venous thromboembolism?	Apixaban is a direct inhibitor of factor Xa, and is a potential alternative for the treatment of acute venous thromboembolism. These results suggest a lack of clear superiority of apixaban relative to enoxaparin. Apixaban is an oral alternative with similar efficacy and safety to existing anticoagulant therapies.
1	Does oculocutaneous albinism show an autosomal recessive inheritance?	oculocutaneous albinism shows an autosomal recessive inheritance.
1	Are there telemedicine applications for chronic pain management?	telemedicine is  feasible and cost-effective for education and therapy of patients with chronic pain.
1	Do statins cause diabetes?	The relationship between T2DM and statins is further complicated since these drugs can cause new onset diabetes (NOD) although there is an overall benefit in terms of preventing vascular events.
1	Are patients with marfan syndrome at increased risk of arrhythmias?	Patients with marfan syndrome carry increased risk for arrhythmias
0	Are genes symmetrically distributed between leading and lagging DNA strand in bacteria?	In most bacteria, genes are preferentially encoded on the leading strand than on the lagging strand. This avoids the potentially detrimental head-on collisions that occur between the replication and transcription machineries when genes are encoded on the lagging strand. Head-on collisions are more deleterious than codirectional collisions, and may lead to replication fork arrest and genomic instability. Genes of some functional categories such as ribosome have higher preferences to be on the leading strands, while genes of other functional categories such as transcription factor have higher preferences on the lagging strands. Strand-biased gene distribution correlates with replication-associated purine asymmetry and the presence or absence of polC. Especially essential and highly transcribed genes and genes whose expression is important for fitness are more preferentially situated at the leading strand in bacteria.
1	Is Sarcolipin a regulatory/inhibitory protein of the Calcium ATPase SERCA?	Sarcolipin (SLN) is a 3 kD membrane protein found in sarcoplasmic reticulum (SR) and it is a newly identified regulator of the sarco/endoplasmic reticulum Ca(2+)-ATPase (Serca) pump.  SLN inhibits sarcoplasmic reticulum Ca(2+) ATPase (SERCA) activity and reduces its affinity of Ca(2+), resulting in dysfunction of myocardial contraction and heart failure. Sarcolipin is a key regulator of SERCA2a in atria.
1	Is there an association between FGFR3 mutation and plagiocephaly?	"FGFR3 mutation is associated with plagiocephaly. It is the most common mutation in plagiocephaly. FGFR genes have important effects on bone development, and mutations in 4 ""hot spot"" exons of FGFR1-3 are found in many patients with craniosynostosis and some with synostotic plagiocephaly."
0	Does the majority of the mitochondrial genomes abide to the second parity rule (PR2)?	A large number of mitochondrial genomes significantly deviate from the 2nd parity rule, in contrast to the eubacterial ones. This behaviour of the large majority of the mitochondrial genomes may be attributed to their distinct mode of replication, which is fundamentally different from the one of the eubacteria.
1	Is there any role for Pds5b in cohesion establishment?	Pds5 proteins are essential for cohesion establishment by allowing Smc3 acetylation by the cohesin acetyl transferases (CoATs) Esco1/2 and binding of Sororin.
0	Is the regulation of Vsr endonuclease independent of the growth phase of bacteria?	The regulation of Vsr endonuclease levels is growth phase dependent.
0	Is the mouse Sry gene locus free of repetitive sequences?	We demonstrate that the presence of long inverted repeats (IR) flanking the mouse Sry gene leads to the formation of the Sry circular transcript in cultured cells. We have found that in an in vitro assay, the SRY protein binds to several sites of the Sry gene and especially to a (CA)25 sequence and to a (CAG)30 repeat.
1	Can RG7112 inhibit MDM2?	RG7112 is a small molecule MDM2 antagonist.
1	Is Bobble head doll syndrome associated with hydrocephalus?	Bobble head doll syndrome is associated with obstructive hydrocephalus.
0	Is dasatinib effective for treatment of glioblastoma?	dasatinib is ineffective for treatment of glioblastoma and is associated with significant toxicity.
1	Do U6-associated proteins Lsm4 and Lsm6 interact with SMN?	SMN interacts with at least two of the U6-associated Sm-like (Lsm) proteins, Lsm4 and Lsm6.
1	Are de novo mutations in regulatory elements responsible for neurodevelopmental disorders?	De novo mutations in highly evolutionarily conserved fetal brain-active elements are significantly and specifically enriched in neurodevelopmental disorders. It is estimated that, genome-wide, 1-3% of patients without a diagnostic coding variant carry pathogenic de novo mutations in fetal brain-active regulatory elements and that only 0.15% of all possible mutations within highly conserved fetal brain-active elements cause neurodevelopmental disorders with a dominant mechanism.
1	Is metabolic syndrome related with cardiovascular disease?	The metabolic syndrome (MetS) is characterized by a cluster of risk factors including central obesity, hypertension, dyslipidemia and insulin resistance, The MetS is associated with an increased risk for cardiovascular disease (CVD) and type 2 diabetes mellitus (T2DM).
1	Is thrombophilia related to increased risk of miscarriage?	Thrombophilia has been found to be considerably more common in women with pregnancy-associated complications in comparison with the general population, and most frequently in conjunction with venous thromboembolism during pregnancy and the postpartum period. In particular there is an increased risk of pregnancy-related venous thrombosis in carriers of severe inherited thrombophilia. When counseling white women with a history of preeclampsia, screening for thrombophilia can be useful for preconceptional counseling and pregnancy management.
0	Do circRNAs remain untranslated?	The resulting circRNA can be translated to generate functional proteins.
0	Is there a link between BCL11B haploinsufficiency and syndromic neurodevelopmental delay?	Mutations leading either to BCL11B haploinsufficiency or to a truncated BCL11B protein clinically cause a non-syndromic neurodevelopmental delay.
0	Does the hERG gene code for a protein which is part of a sodium channel?	The hERG AKA Human ether-a-go-go-related gene coded for a protein subunit of a potassium channel that conducts delayed rectifier K(+) current
0	Is hydroxyurea usually used to treated infectious disease?	Hydroxyurea represents the only available disease-modifying therapy for Sickle Cell Anemia (SCA).
0	Does MC1R palmitoylation reduce pigmentation?	MC1R palmitoylation leads to increased pigmentation.
1	Is COL5A2 gene associated to ischemic heart disease?	Analysis of a gene co-expression network establishes robust association between Col5a2 and ischemic heart disease
1	Are there tools for reviewing variant calls?	Tools such as the Variant InsPector and Expert Rating tool (VIPER) have been developed that speed up the manual inspection of variant calls by integrating the Integrative Genomics Viewer into a web application. Analysts can then quickly iterate through variants, apply filters and make decisions based on the generated images and variant metadata. VIPER was successfully employed in analyses with manual inspection of more than 10 000 calls.
